date,close
2019.06.07,"44,200"
2019.06.05,"43,900"
2019.06.04,"43,450"
2019.06.03,"43,800"
2019.05.31,"42,500"
2019.05.30,"42,550"
2019.05.29,"41,800"
2019.05.28,"42,550"
2019.05.27,"42,650"
2019.05.24,"42,700"
2019.05.23,"43,850"
2019.05.22,"43,500"
2019.05.21,"43,150"
2019.05.20,"42,000"
2019.05.17,"41,200"
